material;season;brand;style;name;characteristics;composition;gender;department;category;type;site;noimages;comment;status
EDYSF03262-BSW0;253;dcshoes;EDYSF03262;DC Corpo Raglan - Sweatshirt for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Plastisol print on left chest and back
Herringbone back neck tape
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
EDYSF03262-NQV0;253;dcshoes;EDYSF03262;DC Corpo Raglan - Sweatshirt for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Plastisol print on left chest and back
Herringbone back neck tape
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
EDYSF03264-KVJ0;253;dcshoes;EDYSF03264;DC Corpo Raglan - Hoodie for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Kangaroo pocket
Print on chest
Herringbone back neck tape
Metal eyelets and flat drawcords with branded tips
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
EDYSF03264-TFL0;253;dcshoes;EDYSF03264;DC Corpo Raglan - Hoodie for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Kangaroo pocket
Print on chest
Herringbone back neck tape
Metal eyelets and flat drawcords with branded tips
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
EDYSF03265-KNFH;253;dcshoes;EDYSF03265;DC Star - Zip Hoodie for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Kangaroo pocket
Prints centered on front chest
Herringbone back neck tape
Nylon coil open-end zipper down centre front
Metal eyelets and flat drawcords with branded tips
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
EDYSF03265-KVJ0;253;dcshoes;EDYSF03265;DC Star - Zip Hoodie for Men;"__Fabric:__ Cotton/recycled cotton/polyester French terry [280 g/m2]
Standard fit
Kangaroo pocket
Prints centered on front chest
Herringbone back neck tape
Nylon coil open-end zipper down centre front
Metal eyelets and flat drawcords with branded tips
DC RE/SOLVE trim package.";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Screen Fleece;NEW;false;;
ADYDP03069-BSNW;253;dcshoes;ADYDP03069;Worker - Relaxed Fit Jeans for Men;"__Fabric:__ Recycled cotton comfort rigid denim fabric [340 g/m2]
__Fit:__ Relaxed fit
__Fly:__ Zip fly
__Waist:__ Standard waist
__Closure:__Button closure
__Pockets:__ 5 pockets
Leg Opening: 16"" leg opening
Other Features: Longer rise-dropped crotch
Relaxed through hip and thigh
Metal rivets
Embroidery on interior fly
Tapered leg from knee to hem
Low-impact EIM score
Washed in one glass of water";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03070-KVAW;253;dcshoes;ADYDP03070;Worker - Relaxed Fit Jeans for Men;"__Fabric:__ Recycled cotton comfort rigid denim fabric [326 g/m2]
__Fit:__ Relaxed fit
__Fly:__ Zip fly
__Waist:__ Standard waist
__Closure:__Button closure
__Pockets:__ 5 pockets
Leg Opening: 16"" leg opening
Other Features: Longer rise-dropped crotch
Relaxed through hip and thigh
Metal rivets
Embroidery on interior fly
Tapered leg from knee to hem
Low-impact EIM score";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03074-KZMW;253;dcshoes;ADYDP03074;Worker - Straight Fit Jeans for Men;"__Fabric:__ Recycled cotton comfort rigid denim fabric [326 g/m2]
__Fit:__ Straight fit
__Fly:__ Zip fly
__Waist:__ Standard waist
__Closure:__Button closure
__Pockets:__ 5 pockets
Leg Opening: 15.75"" leg opening
Other Features: Medium rise - lower crotch
Straight through hip and thigh
Metal rivets
Embroidery on interior fly
Straight leg from knee to hem
Medium impact EIM score";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03079-KVJW;253;dcshoes;ADYDP03079;Worker - Baggy Jeans for Men;"__Fabric:__ Recycled cotton comfort rigid fabric [368.54 g/m2]
__Fit:__ Baggy fit
__Fly:__ Button fly
__Waist:__ Standard waist
Leg Opening: 18.5"" leg opening
__Closure:__Button closure
__Pockets:__ 5 pockets
__Other Features:__ Metal rivets
Longer rise - dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
Low impact EIM score";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03087-BFBW;253;dcshoes;ADYDP03087;Worker Baggy - Carpenter Denim Trousers for Men;"__Fabric:__ 80% Cotton 20% recycled cotton blend comfort rigid fabric [13 oz]
__Fit:__ Baggy fit
__Fly:__ Button fly
__Waist:__ Standard waist
Leg Opening: 18.5” leg opening
__Closure:__ Fixed closure
__Pockets:__ 5-pocket styling
Carpenter pocket
Other Features: Metal rivets
Longer rise - dropped crotch
Baggy through hip and thigh
Leg - wide with slight taper
Medium impact EIM score";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03091-BFBW;253;dcshoes;ADYDP03091;Worker - Denim Pants for Men;"__Collection:__ Lineguide collection
__Fabric:__ 80% Cotton 20% recycled cotton blend rigid fabric [12 oz]
__Fit:__ Straight fit
__Fly:__ Zip fly
__Waist:__ Standard waist
__Rise:__ Medium rise
__Outseam:__ 16"" outseam, short length
__Closure:__Button closure
__Pockets:__ Back pockets
Side pockets
Coin pocket
__Branding:__ Metal rivets
Embroidery on interior fly
__Other Features:__ One Glass One Garment EIM score
Lower crotch
Straight through hip and thigh";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
ADYDP03093-BLCW;253;dcshoes;ADYDP03093;Worker Baggy - Denim Pants for Men;"__Collection:__ Lineguide collection
__Fabric:__ 80% Cotton 20% recycled cotton comfort rigid fabric [13 oz]
__Fit:__ Baggy fit
__Fly:__ Zip fly
__Waist:__ Standard waist
__Rise:__ Longer rise 
__Crotch:__ Dropped crotch
__Closure:__ Button closure
__Pockets:__ Coin pockets 
Side pockets 
Back pockets
__Leg Shape:__ Wide with slight taper
__Leg opening:__ 18.50"" leg opening
__Branding:__ Metal rivets
__Other Features:__ Baggy through hip and thigh
Low Impact EIM score";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;C/O;false;;
EDYDP03427-WDVW;253;dcshoes;EDYDP03427;Worker Baggy Carpenter Oatmeal - Denim Jeans for Men;"__Fabric:__ Comfort rigid denim [13 oz.]
Medium Impact EIM score
Baggy fit
Button fly
Metal rivets
DC trim package
Standard waist
Longer rise—dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
18 1/2"" leg opening.";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;NEW;false;;
EDYDP03428-BRQ0;253;dcshoes;EDYDP03428;Worker Baggy Denim Cargo Rir - Denim Jeans for Men;"__Fabric:__ Comfort rigid denim [13 oz.]
Low Impact EIM score
Baggy fit
Button fly
Metal rivets
DC trim package
Standard waist
Longer rise—dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
18 1/2"" leg opening.";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;NEW;false;;
EDYDP03430-GQQ0;253;dcshoes;EDYDP03430;Worker Baggy Denim Bronze Rins - Denim Jeans for Men;"__Fabric:__ Comfort rigid denim [13 oz.]
Low Impact EIM score
Baggy fit
Button fly
Metal rivets
DC trim package
Standard waist
Longer rise—dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
18 1/2"" leg opening.";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;NEW;false;;
EDYDP03432-KVJ0;253;dcshoes;EDYDP03432;Worker Baggy Carpenter Bac - Denim Carpenter Trousers for Men;"__Fabric:__ Comfort rigid denim [13 oz.]
Medium Impact EIM score
Baggy fit
Button fly
Metal rivets
DC trim package
Standard waist
Longer rise—dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
18 1/2"" leg opening.";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;NEW;false;;
EDYDP03433-BRQ0;253;dcshoes;EDYDP03433;Worker Baggy Denim Double That - Denim Trousers for Men;"__Fabric:__ Comfort rigid denim [13 oz.]
Low Impact EIM score
Baggy fit
Button fly
Metal rivets
DC trim package
Standard waist
Longer rise—dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
18 1/2"" leg opening.";[Main Fabric] 80% Cotton, 20% Recycled Cotton;Men;Apparel;Pants;Denim Pants;NEW;false;;
ADYNP03097-CJZ0;253;dcshoes;ADYNP03097;Worker Baggy - Chino Pants for Men;"__Fabric:__ Cotton elastane blend twill fabric [275 g/m2]
__Fit:__ Baggy fit
__Rise:__ Longer rise 
__Crotch:__ Dropped crotch
__Waist:__ Fixed standard waistband
__Fly:__ Zipper fly
__Pockets:__ Two front slash pockets
Front coin welt pocket
Two back single welt pockets
__Leg opening:__ 19"" leg opening
__Other Features:__ Baggy through hip and thigh
Wide Leg with slight taper";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;C/O;false;;
ADYNP03097-KVJ0;253;dcshoes;ADYNP03097;Worker Baggy - Chino Pants for Men;"__Fabric:__ Cotton elastane blend twill fabric [275 g/m2]
__Fit:__ Baggy fit
__Rise:__ Longer rise 
__Crotch:__ Dropped crotch
__Waist:__ Fixed standard waistband
__Fly:__ Zipper fly
__Pockets:__ Two front slash pockets
Front coin welt pocket
Two back single welt pockets
__Leg opening:__ 19"" leg opening
__Other Features:__ Baggy through hip and thigh
Wide Leg with slight taper";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;C/O;false;;
ADYNP03098-CJZ0;253;dcshoes;ADYNP03098;Worker Relaxed - Chino Trousers for Men;"__Fabric:__ Cotton and elastane twill
__Fit:__ Relaxed fit
__Fly/Waist:__ Fixed waistband with zipper
Two front slash pockets
Front coin welt pocket
Two back single welt pockets
Standard waist
Longer rise - lower crotch
Relaxed through hip and thigh
__Leg:__ Tapered from knee to leg opening
16.5"" leg opening.";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;NEW;false;;
ADYNP03098-GQQ0;253;dcshoes;ADYNP03098;Worker Relaxed - Chino Trousers for Men;"__Fabric:__ Cotton and elastane twill
__Fit:__ Relaxed fit
__Fly/Waist:__ Fixed waistband with zipper
Two front slash pockets
Front coin welt pocket
Two back single welt pockets
Standard waist
Longer rise - lower crotch
Relaxed through hip and thigh
__Leg:__ Tapered from knee to leg opening
16.5"" leg opening.";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;NEW;false;;
ADYNP03098-KVJ0;253;dcshoes;ADYNP03098;Worker Relaxed - Chino Trousers for Men;"__Fabric:__ Cotton and elastane twill
__Fit:__ Relaxed fit
__Fly/Waist:__ Fixed waistband with zipper
Two front slash pockets
Front coin welt pocket
Two back single welt pockets
Standard waist
Longer rise - lower crotch
Relaxed through hip and thigh
__Leg:__ Tapered from knee to leg opening
16.5"" leg opening.";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;C/O;false;;
EDYNP03169-BRQ0;253;dcshoes;EDYNP03169;Framed - Elasticated Waist Trousers for Men;"__Fabric:__ Cotton/recycled cotton canvas [410 g/m2]
Baggy fit
Elastic waist with drawcord and fake fly
Hand pockets
Two back welt pockets
Longer rise - dropped crotch
Woven label at back
__Leg opening:__ 23"".";[Main Fabric] 70% Cotton, 30% Recycled Cotton;Men;Apparel;Pants;Non-Denim Pants;NEW;false;;
EDYNP03169-CPD0;253;dcshoes;EDYNP03169;Framed - Elasticated Waist Trousers for Men;"__Fabric:__ Cotton/recycled cotton canvas [410 g/m2]
Baggy fit
Elastic waist with drawcord and fake fly
Hand pockets
Two back welt pockets
Longer rise - dropped crotch
Woven label at back
__Leg opening:__ 23"".";[Main Fabric] 70% Cotton, 30% Recycled Cotton;Men;Apparel;Pants;Non-Denim Pants;NEW;false;;
EDYNP03170-GQQ0;253;dcshoes;EDYNP03170;Worker Baggy Cargo - Chino Trousers for Men;"__Fabric:__ Cotton/elastane twill [275 g/m2]
Baggy fit
Fixed waistband with zipper
Two front slash pockets
Front coin welt pocket
Two back single welt pockets
Standard waist
Longer rise - dropped crotch
Baggy through hip and thigh
Wide leg with slight taper
__Leg opening:__ 19"".";[Main Fabric] 99% Cotton, 1% Elastane;Men;Apparel;Pants;Non-Denim Pants;NEW;false;;
300529-001;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300529-009;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-022;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-025;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-032;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-061;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300529-114;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-211;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-310;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-3BK;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300529-410;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-601;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-806;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-BGM;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300529-CHE;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-GBW;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300529-ROS;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300529-WLK;253;dcshoes;300529;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300660-005;253;dcshoes;300660;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300660-027;253;dcshoes;300660;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300660-029;253;dcshoes;300660;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
300660-CG5;253;dcshoes;300660;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
300660-LPB;253;dcshoes;300660;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
302361-025;253;dcshoes;302361;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
302361-1AB;253;dcshoes;302361;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
302361-3BK;253;dcshoes;302361;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
302361-BLW;253;dcshoes;302361;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-009;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-113;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-114;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-212;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-258;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-2GG;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-310;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-421;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-BGM;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-BGY;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-BYR;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-CHE;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-GBW;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-GY1;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-NEL;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
320188-ROS;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-TZP;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
320188-WHK;253;dcshoes;320188;#N/A;#N/A;#N/A;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100314-210;253;dcshoes;ADYS100314;Manteca Se - Leather Shoes for Men;"__Material:__ Leather, nubuck, suede, or mesh upper
Foam padded collar and tongue for comfort
Mesh lining for added comfort
EVA sockliner
Abrasion-resistant sticky rubber outsole
DC's trademark ""Pill Pattern"" tread.";53.02% Leather, 46.98% Synthetic;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100442-BYR;253;dcshoes;ADYS100442;Court Graffik - Leather Shoes for Men;"__Upper:__ Leather, nubuck or suede upper [depending on colourway]
Lightweight mesh tongue
Foam padded tongue and collar for added comfort and support
Ventilation holes for breathability
DC's trademarked Pill Pattern tread
Cupsole construction";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
ADYS100551-026;253;dcshoes;ADYS100551;Central - Leather Shoes for Men;"__Upper:__ Leather, nubuck or mesh upper [depending on colourway]
__Upper:__ Multi-panel upper
TPR moulded quarter logo
Foam padded tongue and collar for added comfort and support
Mesh lining for added comfort
EVA sock liner
Sculpted EVA midsole
Double-cup outsole
DC's trademarked Pill Pattern tread";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100551-103;253;dcshoes;ADYS100551;Central - Leather Shoes for Men;"__Upper:__ Leather, nubuck or mesh upper [depending on colourway]
__Upper:__ Multi-panel upper
TPR moulded quarter logo
Foam padded tongue and collar for added comfort and support
Mesh lining for added comfort
EVA sock liner
Sculpted EVA midsole
Double-cup outsole
DC's trademarked Pill Pattern tread";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100551-210;253;dcshoes;ADYS100551;Central - Leather Shoes for Men;"__Upper:__ Leather, nubuck or mesh upper [depending on colourway]
__Upper:__ Multi-panel upper
TPR moulded quarter logo
Foam padded tongue and collar for added comfort and support
Mesh lining for added comfort
EVA sock liner
Sculpted EVA midsole
Double-cup outsole
DC's trademarked Pill Pattern tread";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100551-256;253;dcshoes;ADYS100551;Central - Leather Shoes for Men;"__Upper:__ Leather, nubuck or mesh upper [depending on colourway]
__Upper:__ Multi-panel upper
TPR moulded quarter logo
Foam padded tongue and collar for added comfort and support
Mesh lining for added comfort
EVA sock liner
Sculpted EVA midsole
Double-cup outsole
DC's trademarked Pill Pattern tread";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;NEW;false;;
ADYS100551-BB2;253;dcshoes;ADYS100551;Central - Leather Shoes for Men;"__Upper:__ Leather, nubuck or mesh upper [depending on colourway]
__Upper:__ Multi-panel upper
TPR moulded quarter logo
Foam padded tongue and collar for added comfort and support
Mesh lining for added comfort
EVA sock liner
Sculpted EVA midsole
Double-cup outsole
DC's trademarked Pill Pattern tread";Upper: Leather / Lining: Textile / Outsole: Rubber;Men;Footwear;Shoes;Cupsole Shoe;C/O;false;;
